

//
// Armor techs
// 
ARMOR_0_NAME     | Blindaje de titanio
SUBSPACETEL_0_BRIEF   | Teletransporta naves en combate
SUBSPACETEL_0_DETAIL  | Teletransporta naves a cualquier espacio del mapa de combate y antes de determinar la iniciativa de combate normalmente.


//
// Ship Torpedo Weapon techs
//
TORPEDO_0_NAME        | Torpedos de Antimateria
TORPEDO_0_BRIEF       | Dispara uno cada 2 turnos
TORPEDO_0_DETAIL      | Torpedos de seguimiento de alta energía que infligen 30 puntos de daño, pero solo pueden dispararse cada dos turnos. Cada torpedo está equipado con un computador de puntería de nivel +4.

TORPEDO_1_NAME        | Torpedos Hellfire
TORPEDO_1_BRIEF       | Golpea los cuatro escudos
TORPEDO_1_DETAIL      | Torpedos de energía envolvente que golpean simultáneamente todos los escudos. Se mueven a velocidad 5, son guiados por un computador de puntería de nivel +6, e infligen daño equivalente a cuatro ataques de 25 puntos.

TORPEDO_2_NAME        | Torpedos de Protones
TORPEDO_2_BRIEF       | Dispara uno cada 2 turnos
TORPEDO_2_DETAIL      | Torpedos de energía de alto rendimiento que infligen 75 puntos de daño, pero solo pueden dispararse cada dos turnos. Cada torpedo está equipado con un computador de puntería de nivel +6.

TORPEDO_3_NAME        | Torpedos de Plasma
TORPEDO_3_BRIEF       | Pierde 15 daño/hexágono
TORPEDO_3_DETAIL      | Torpedos de energía pura que infligen 150 puntos de daño y se mueven a velocidad 6, pero pierden 15 puntos de daño por espacio recorrido. El lanzador dispara cada dos turnos y tiene un computador de guía +7.

